slug	name	date	event	opponent	methodRaw	promotion
roeru-manato	ロエル・マナート	2016-10-22	RINGS Beverwijk 2016	トーマス・ブリッジウォーター	3R TKO（コーナーストップ）	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2016-06-04	Day of Destruction 11	ミハエル・ローレンツ	1R 1:40 KO（ミドルキック）	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2016-05-22	Fighting Rookies	セミー・オノイアフィー	2R TKO	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2016-02-13	Rissing Sun 2.0	パトリック・ディーリヒスヴァイラー	2R終了時 TKO（棄権）	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2015-10-17	Ultimate Kickboxing	レヴィ・リグターズ	3R終了 判定	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2015-06-06	RingFight	アリ・ドス・パッソ	3R終了 判定	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2015-06-06	RingFight	アブデラマン・バルコーチ	3R終了 判定	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2015-04-18	Day of Destruction 10	ピオトル・ムリンスキ	3R 0:52 TKO（コーナーストップ）	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2014-09-28	WLF Mejiro	アンドレ・アグボブリー	3R終了 判定	Wikipedia(その他団体)
roeru-manato	ロエル・マナート	2014-03-15	Fight For Victory V	ファビアン・ヘイル	判定	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2009-06-04	Planet Battle Queen Elizabeth Stadium	ラマザン・ラマザノフ	3R終了 判定0-3	Wikipedia(その他団体)
ramazan-ramazanofu	ラマザン・ラマザノフ	2009-06-04	Planet Battle Queen Elizabeth Stadium	野地竜太	3R終了 判定3-0	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2007-11-25	HEAT5 〜MEGA BATTLE HEAT from NAGOYA〜	ペック・アンドリュー	3分3R終了 判定0-3	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2007-08-11	HEAT4 〜MEGA BATTLE HEAT from NAGOYA〜	ロイド・ヴァン・ダム	3分3R終了 判定0-3	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2001-10-12	全日本キックボクシング「GO AHEAD!」	エドウィン・ガーテンバック	1R 1:59 KO（右アッパー）	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2001-08-10	全日本キックボクシング「HOT SHOT」	安部康博	3R終了 判定3-0	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2000-11-29	全日本キックボクシング「LEGEND-X」	DEION	1R 2:48 KO（右フック）	Wikipedia(その他団体)
ryutaro	龍太郎	2023-08-06	NKB 野獣シリーズ vol.5 – Z-V Carnival / ガルーダフェス Vol.4	滑飛レオン	3R 判定	RISE
ryutaro	龍太郎	2023-02-18	NKB 野獣シリーズvol.1	杉山 空	3R 判定	RISE
ryutaro	龍太郎	2022-10-29	NKB 喝釆シリーズvol.6	佐藤勇士	3R 判定	RISE
ryutaro	龍太郎	2021-06-20	必勝シリーズvol.4	志門	判定0-2 30-30・29-30・29-30	NKB
taichi-yamamoto	山本 太一	2021-06-20	必勝シリーズvol.4	ガイヤーンMFC	判定3-0 30-29・30-29・30-28	NKB
orito-atom	折戸 アトム	2021-06-20	必勝シリーズvol.4	平田 純一	判定3-0 28-30・28-30・29-30	NKB
oinuma-ryuto	老沼 隆斗	2021-06-20	必勝シリーズvol.4	海老原 竜二	判定2-0 30-29・29-29・30-28	NKB
possiblek	ポッシブルK	2026-04-11	HEAT 58	ジョ・サンヘ	TKO 2R	SHOOT BOXING
possiblek	ポッシブルK	2022-07-24	新日本キック MAGNUM 56	髙橋 亨汰	3R TKO	SHOOT BOXING
possiblek	ポッシブルK	2019-03-15	MAX FC 17 in Seoul	キム・ジンヒョク	2R KO	SHOOT BOXING
possiblek	ポッシブルK	2018-04-22	TENKAICHI G19	リュウイチ	4R KO	SHOOT BOXING
minoki	魅乃麒	2018-04-22	TENKAICHI G19	武田 寛生	KO 3R	SHOOT BOXING
possiblek	ポッシブルK	2017-11-12	TENKAICHI G18	ゴー・ピントーン	1R KO	SHOOT BOXING
possiblek	ポッシブルK	2017-03-26	DEEP SAITAMA IMPACT in 小江戸・川越2017	助川 秀之	3R 判定	SHOOT BOXING
possiblek	ポッシブルK	2016-11-13	TENKAICHI G16	森 昌典	3R KO	SHOOT BOXING
possiblek	ポッシブルK	2016-11-13	TENKAICHI G16	大島 大尚	2R 判定	SHOOT BOXING
possiblek	ポッシブルK	2015-11-01	TENKAICHI	森 昌典	1R KO	SHOOT BOXING
yoon-deokjae	ユン･ドクジェ	2024-09-07	KTK17 IN INCHEON	Jeong Hyeon-woo	5R 判定	RISE
chon-yujon	チョン・ユジョン	2024-09-07	KTK17 IN INCHEON	ビョン・ボギョン	5R 判定	RISE
yoon-deokjae	ユン･ドクジェ	2023-09-03	NJKF2023 west 4th	Jyosei（	2R TKO	RISE
ubamiyu	Uver∞miyU	2023-09-03	NJKF2023 west 4th	RIANA	3R終了 判定0-3	NJKF
yokoyama-shingo	横山伸吾	2011-04-17	CRAZY KING Vol.3	マキ・シップムーン	3R終了 判定	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2011-01-30	GLADIATOR 13	藤田克利	2R 2:49 TKO(ドクターストップ)	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2010-04-25	GLADIATOR 6	蔦英之	2R 1:55 TKO(タオル投入)	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2009-11-29	GRACHAN Ⅲ	藤井英人	4R 2:20 TKO	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2009-07-12	GRACHAN II	TAICHI	1R 2:33 KO(膝蹴り連打)	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2008-12-14	GRACHAN	神谷勲	2R 1:13 KO(2ノックダウン：パンチ連打)	Wikipedia(その他団体)
yokoyama-shingo	横山伸吾	2008-12-14	GRACHAN	ソ・ドンフム	1R 1:43 TKO(レフェリーストップ)	Wikipedia(その他団体)
ookuwa-hiroaki	大桑 宏章	2008-11-23	ZST.18 ～旗揚げ6周年記念大会～	田沼 良介	3R 引き分け	SHOOT BOXING
ookuwa-hiroaki	大桑 宏章	2008-08-24	ZST SWAT！ in FACE vol.1	二之宮 徳昭	3R 時間切れ	SHOOT BOXING
ookuwa-hiroaki	大桑 宏章	2008-02-24	ZST.16	矢島 雄一郎	2R 時間切れ	SHOOT BOXING
jan-kurodo-ribieru	ジャン＝クロード・リビエール	2001-09-29	StrikeforceISKAフリースタイル世界スーパーヘビー級選手権試合	ジェフ・フォード	8R TKO	Wikipedia(その他団体)
tomihira-tatsufumi	富平辰文	1999-12-24	MA日本キック「TORNADO WARNING 〜トルネード襲来!!〜」	中西陽介	2R 1:50 KO	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2011-11-26	Fight Code: Rhinos Series, Finals	フレディ・ケマイヨ	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2011-10-22	Fight Code: Rhinos Series, Semi Finals	Pacome Assi	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2011-05-01	Fight Code: Rhinos Series, Final 16	Ivan Stanić	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2011-05-01	Wako-Pro World Grand Prix 2011: Hungary vs Croatia	ギヨルギー・ミハリク	5R終了 判定	WAKO SuperLeague
vitari-ofuramenko	ヴィタリ・オフラメンコ	2011-02-05	Fight Code Rhinos Series, 1st Round	トーマス・コホウト	判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2010-10-22	タトネフチ・アリーナ・ワールドカップ2010 決勝戦	アシュウィン・バルラック	5R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2010-07-29	タトネフチ・アリーナ・ワールドカップ2010 準決勝	ラマザン・ラマザノフ	4R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2010-05-13	タトネフチ・アリーナ・ワールドカップ2010 2回戦	アレクサンドル・ヴェゼヴァトフ	4R2:57 KO（左ハイキック）	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2010-04-11	Fight Club "The Octopus"	エフゲニー・マカロフ	3R TKO（レフェリーストップ）	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2009-12-13	Fight Club "The Octopus"	セルゲイ・ドニ	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2010-03-15	タトネフチ・アリーナ・ワールドカップ2010 1回戦	ディノ・カティポヴィッチ	1R2:16 KO（パンチ）	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2009-09-06	インペリアル・タイボクシング・トーナメント	エフゲニー・マカロフ	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2004-10-30	Noc Bojovníkov	クリストフェ・カロン	1R0:30 KO（ローキック）	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2004-10-25	Heaven or Hell 4	ティハメール・ブルンナー	3R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2003-04-16	Cup of Arbatトーナメント決勝戦	セルゲイ・グール	5R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2003-04-09	Cup of Arbat トーナメント準決勝	アンドレイ・キンドリッチ	4R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2003-04-02	Cup of Arbat トーナメント1回戦	ビスラン・ドカエフ	2R TKO（タオル投入）	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	2000-10-22	IT'S SHOWTIME - EXCLUSIVE	ペリー・ウベダ	5R終了 判定	IT'S SHOWTIME
vitari-ofuramenko	ヴィタリ・オフラメンコ	2000-03-13	Boxing Club "Reaktor"	選手名不明（オランダ人）	1R KO	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	1999-11-28	WAKO第12回ワールド・キックボクシング・チャンピオンシップス	アンドレイ・カミロフ	4R終了 判定	WAKO SuperLeague
vitari-ofuramenko	ヴィタリ・オフラメンコ	1999-01-28	Boxing Club "Reaktor":Belarus VS Russia	選手名不明（ロシア人）	5R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	1998-11-02	ユーロピアン・オープン･ムエタイ・チャンピオンシップス	アンドレイ・クラコフ	5R終了 判定	Wikipedia(その他団体)
vitari-ofuramenko	ヴィタリ・オフラメンコ	None	IFMA キングスカップ	サウリ・ヤンフネン	5R0:54 TKO（レフェリーストップ）	Wikipedia(その他団体)
sora-koike	小池 空	2025-09-28	King of Rookie 2025	大久保 祐	3R TKO	RISE
sora-koike	小池 空	2025-07-21	SUK WAN KINGTHONG "Decisive battle Ⅱ"	HIROKI	3R 判定	RISE
sora-koike	小池 空	2024-06-13	全日本キックボクシング協会 原点回帰 弍ノ陣	ペニコ	3R 判定	RISE
goran-radonichi	ゴーラン・ラドニッチ	2008-03-01	International Championship Titles	Edmoud M'Bulu-Monso	判定	Wikipedia(その他団体)
kenta-mori	森 謙太	2025-09-21	KING OF STRIKERS ROUND 47	YASU BRAVELY	1R KO	RISE
kenta-mori	森 謙太	2025-08-24	KPKB vol.25	山下豊	3R 判定	RISE
etsushi-kinoshita	木下悦志	2025-08-24	KPKB vol.25	虎	3R 判定	RISE
reiya	麗也	2023-05-21	INNOVATION認定 第9回岡山ジム主催興行 岡山ジム創設50周年記念大会	HIROYUKI	3R 判定	RISE
reiya	麗也	2022-09-18	ジャパンキックボクシング協会「Challenger 6」	平松 弥	3R 判定	RISE
reiya	麗也	2022-01-09	ジャパンキックボクシング協会「Challenger 4 ～Beyond the limit～」	日下滉大	4R KO	RISE
yoshihisa-kyoken-morimoto	森本“狂犬”義久	2019-07-12	ONE:MASTERS OF DESTINY	ジョシュ・トナー	3R判定	RISE
takahashi-naoki	髙橋 直輝	2017-12-24	ACCELvol.38	戸塚昌司	判定3-0	Wikipedia(その他団体)
takahashi-naoki	髙橋 直輝	2017-08-12	ACCELvol.37トリプルメインイベント第3試合　アクセルGルール初代バンタム級王座決定戦　3分3R	國本正義	判定0-1	Wikipedia(その他団体)
takahashi-naoki	髙橋 直輝	2014-05-03	ACCELvol.27	陸虎	判定2-1	Wikipedia(その他団体)
takahashi-naoki	髙橋 直輝	2013-12-23	ACCELvol.26	翔陸	判定	Wikipedia(その他団体)
takahashi-naoki	髙橋 直輝	2013-09-16	ACCELvol.25	飯田仁	TKO　1R2分18秒 レフェリーストップ	Wikipedia(その他団体)
sasaki-miyu	佐々木 未夢	2026-03-08	STRIKE NEXUS 08 in GEN SPORTS PALACE	土谷 哲星	3R 判定	SHOOT BOXING
sasaki-miyu	佐々木 未夢	2025-10-19	FightingNEXUS BAYSIDE BATTLE in YOKOSUKA 2025	田山 侑希	KO 2R	SHOOT BOXING
taisei-iwago	岩郷泰成	2023-09-17	AJKN.5	野原 心	2R KO	RISE
serugei-adamuchaku	セルゲイ・アダムチャック	2019-12-21	Glory 74: Collision 2	Aleksei Ulianov	3R 判定	RISE
serugei-adamuchaku	セルゲイ・アダムチャック	2019-11-23	Glory 72: Chicago	Abraham Vidales	3R TKO	RISE
serugei-adamuchaku	セルゲイ・アダムチャック	2019-07-05	Glory 67: Orlando	Kevin VanNostrand	3R 判定	RISE
taichi-yamamoto	山本 太一	2024-06-30	冠鷲シリーズvol.3	(クロスポイント吉祥寺)	負傷判定0-0ドロー 30-30・30-30・30-30	NKB
tsuda-kazuya	津田 宗弥	2024-06-30	冠鷲シリーズvol.3	中山 航輔	判定3-0 30-28・30-28・30-28	NKB
yutaro-asahi	麻火佑太郎	2021-02-28	REBELS～The FINAL～	紀州のマルちゃん	1RKO	RISE
yutaro-asahi	麻火佑太郎	2020-01-19	野良犬祭	栄基	判定0-2	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2017-10-21	野良犬祭	旭野ミノル	判定3-0	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2019-07-07	鐵拳(MAキック)	昇也	判定3-0	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2019-01-13	野良犬祭4	旭野ミノル	1R 反則負け	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2018-08-25	野良犬祭3	ペレーOZ	3R終了 判定2-0	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2018-04-22	TENKAICHI　G19	羽鳥仁	判定2−0	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2017-12-17	JAPANKICKBOXINGINNOVATIONChampionsCarnival 2017 III	海登	判定3-0	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2017-11-12	TENKAICHI G	宮坂佳介	延長R KO	Wikipedia(その他団体)
yutaro-asahi	麻火佑太郎	2017-04-02	TENKAICHI G17	竹吉龍	判定2-0	Wikipedia(その他団体)
minoki	魅乃麒	2017-04-02	TENKAICHI G17	飯田 渓太	3R 判定	SHOOT BOXING
yutaro-asahi	麻火佑太郎	2016-11-13	TENKAICHI G 16	世界のオザワ	判定3-0	Wikipedia(その他団体)
yuya-1	YU-YA	2021-04-11	W clutch	セハス・エリック	2RKO	RISE
yuya-1	YU-YA	2020-11-29	RKS GOLD RUSH 7	TASUKU	1RKO	RISE
atokawa-toshiyuki	後川聡之	1993-07-25	BATTLE OF CHAMPIONS	ジョーン・チャニオティス	判定	Wikipedia(その他団体)
atokawa-toshiyuki	後川聡之	1993-06-09	リングス「実験リーグ'93 Round3」	ボブ・シュライバー	5R終了 判定	Wikipedia(その他団体)
doi-hiroyuki	土井広之	2006-08-06	マーシャルアーツ日本キックボクシング連盟SURPRISING 6 〜東金ジム28周年記念 戦場の狼2〜	バダムガラブ・バルジンニャム	3分3R終了 判定3-0	Wikipedia(その他団体)
doi-hiroyuki	土井広之	2005-06-24	マーシャルアーツ日本キックボクシング連盟東金ジム27周年記念大会 DETERMINATION（決心）5th 〜戦場の狼〜	ゲンナロン・ウィラサクレック	3分3R終了 判定0-3	Wikipedia(その他団体)
doi-hiroyuki	土井広之	2003-04-27	XPLOSION - 3 KINGS OF CHAMPIONS	ジョン・ウェイン・パー	4R KO	Wikipedia(その他団体)
chanhyon-ri	チャンヒョン・リー	2019-12-08	The Battle of Muaythai BOM2-6	スアキム・PKセンチャイムエタイジム	3RTKO	RISE
rauru-katinasu	ラウル・カティナス	2012-07-07	SuperKombat World Grand Prix III 2012	ドマジョフ・オスタジック	1R KO（右フック）	Wikipedia(その他団体)
rauru-katinasu	ラウル・カティナス	2012-05-12	SuperKombat World Grand Prix II 2012	ダニエル・サム	3R終了 判定3-0	Wikipedia(その他団体)
rauru-katinasu	ラウル・カティナス	2012-05-12	SuperKombat World Grand Prix II 2012	Jairzinho Rozenstruik	2R 2:02 KO（左フック）	Wikipedia(その他団体)
rauru-katinasu	ラウル・カティナス	2008-03-18	Lokal Kombat 29	ポーラ・マタエレ	2R KO（パンチ）	Wikipedia(その他団体)
reona-petasu	レオナ・ペタス	2016-10-02	英雄伝説	リー・チーユー	3R終了 判定	Wikipedia(その他団体)
reona-petasu	レオナ・ペタス	2016-10-02	英雄伝説	フェン・ティエンハオ	3R KO（ボディブロー）	Wikipedia(その他団体)
reona-petasu	レオナ・ペタス	2016-08-20	英雄伝説	シェ・ユーハン	1R 0:26 KO（膝蹴り）	Wikipedia(その他団体)
reona-petasu	レオナ・ペタス	2016-08-20	英雄伝説	チョウ・ビャオ	3R終了 判定	Wikipedia(その他団体)
teppei-wada	和田哲平	2025-05-17	TAIWAN TOP ONE 2025 WARRIORS JOURNEY	謝傑丞	3R 判定	RISE
hayato	HAYATO	2023-01-30	CHALLNGER7	義由亜JSK	判定3-0 (椎名30-28/少	JKA
uchida-masayuki	内田雅之	2023-01-30	CHALLNGER7	岩橋伸太郎	判定2-0 (和田30-28/椎名29-29/少30-29)	JKA
hayato	HAYATO	2023-01-29	ジャパンキックボクシング協会「CHALLENGER 7」	義由亜JSK	3R 判定	RISE
hayato	HAYATO	2022-07-17	PRO-KARATEDO 達人Neo 国際戦第一章 臨兵闘者皆陣列前行の巻	歯と胸むな男	3R 判定	RISE
